movies_title(3, FourRooms1995)
ratings_date(279, 19970927004525)
ratings_date(913, 19971210044956)
ratings_date(870, 19980312163822)
ratings_date(486, 19971118184729)
ratings_date(682, 19980226201825)
ratings_date(758, 19971227033830)
ratings_date(894, 19971125010217)
ratings_date(459, 19971115040034)
ratings_date(497, 19971112202358)
ratings_date(551, 19980417053453)
ratings_date(878, 19971130054623)
ratings_date(838, 19980209224419)
ratings_date(880, 19980419055936)
ratings_date(931, 19980327231004)
ratings_date(648, 19971215201956)
ratings_date(13, 19980201040421)
ratings_date(829, 19980329224431)
ratings_date(350, 19971217090838)
ratings_date(868, 19971017174931)
ratings_date(654, 19980219054513)
ratings_date(934, 19980329183958)
ratings_date(818, 19980406154253)
ratings_date(933, 19970921170411)
ratings_date(796, 19980416232029)
ratings_date(804, 19971113182207)
ratings_date(786, 19971223032732)
ratings_date(854, 19971222183808)
ratings_date(804, 19971113181730)
ratings_date(903, 19980327221005)
ratings_date(568, 19971027000801)
ratings_date(736, 19971105064105)
ratings_date(833, 19970923193653)
ratings_date(548, 19980401092331)
ratings_date(798, 19971002000418)
ratings_date(942, 19980330202859)
ratings_date(757, 19980226051803)
ratings_date(665, 19980108221113)
ratings_date(396, 19980113001047)
ratings_date(882, 19971118150539)
ratings_date(524, 19980112205119)
ratings_date(541, 19980106012455)
ratings_date(758, 19971213020211)
ratings_date(180, 19971018002816)
ratings_date(406, 19971113193921)
ratings_date(525, 19971202190048)
ratings_date(864, 19980303020405)
ratings_date(847, 19971106010736)
ratings_date(13, 19971215000055)
ratings_date(916, 19971130000414)
ratings_date(903, 19980327214757)
ratings_date(216, 19971122220335)
ratings_date(537, 19980129000046)
ratings_date(425, 19971105145725)
ratings_date(406, 19971113192435)
ratings_date(913, 19971129000230)
ratings_date(569, 19971117200426)
ratings_date(931, 19980327232521)
ratings_date(798, 19970930191301)
ratings_date(887, 19971206043926)
ratings_date(268, 19971002001341)
ratings_date(666, 19971126191454)
ratings_date(560, 19971119224158)
ratings_date(588, 19980316032127)
ratings_date(534, 19971025213615)
ratings_date(533, 19971215151357)
ratings_date(304, 19980116171631)
ratings_date(804, 19971113191752)
ratings_date(887, 19971206041553)
ratings_date(917, 19971223220625)
ratings_date(870, 19971114213513)
ratings_date(586, 19980106043258)
ratings_date(796, 19980420070513)
ratings_date(523, 19980102021135)
ratings_date(882, 19971118160147)
ratings_date(707, 19980131235706)
ratings_date(802, 19971004190522)
ratings_date(872, 19980226084022)
ratings_date(326, 19971118192144)
ratings_date(548, 19980328011319)
ratings_date(788, 19971130070307)
ratings_date(619, 19980128031645)
ratings_date(931, 19980327230120)
ratings_date(774, 19980227062849)
ratings_date(720, 19980330145922)
ratings_date(819, 19980105160334)
ratings_date(880, 19971123004620)
ratings_date(731, 19980130200220)
ratings_date(662, 19971126200326)
ratings_date(847, 19971107225935)
ratings_date(654, 19980219055505)
ratings_date(773, 19980227012958)
ratings_date(843, 19971113191110)
ratings_date(828, 19980327225334)
ratings_date(406, 19971218223322)
ratings_date(280, 19980404163246)
ratings_date(796, 19980416231904)
ratings_date(632, 19971113224721)
ratings_date(886, 19971005081029)
ratings_date(771, 19971127204959)
ratings_date(620, 19980315193753)
ratings_date(59, 19980223043528)
ratings_date(854, 19971222190317)
ratings_date(477, 19971004071252)
ratings_date(894, 19971218012216)
ratings_date(864, 19980303021834)
ratings_date(620, 19980315195900)
ratings_date(632, 19971113230820)
ratings_date(640, 19970920200248)
ratings_date(7, 19980409162618)
ratings_date(940, 19980127182320)
ratings_date(664, 19971011013711)
ratings_date(848, 19980209170502)
ratings_date(771, 19971127203859)
ratings_date(49, 19980221140726)
ratings_date(548, 19980401092057)
ratings_date(880, 19980419060124)
ratings_date(822, 19980327232314)
ratings_date(638, 19971013003659)
ratings_date(757, 19980226055652)
ratings_date(869, 19980111051937)
ratings_date(617, 19980103015800)
ratings_date(230, 19971125202033)
ratings_date(73, 19980228013742)
ratings_date(854, 19971222190345)
ratings_date(883, 19980404211742)
ratings_date(802, 19971004190357)
ratings_date(755, 19971219231532)
ratings_date(503, 19971125164035)
ratings_date(404, 19980103022549)
ratings_date(303, 19971114055928)
ratings_date(698, 19980201215732)
ratings_date(933, 19970921170759)
ratings_date(279, 19970926201010)
ratings_date(854, 19971222191611)
ratings_date(864, 19980303024426)
ratings_date(664, 19971011013711)
ratings_date(891, 19980403234217)
ratings_date(746, 19980117232236)
ratings_date(638, 19971013003614)
ratings_date(614, 19971114002749)
ratings_date(886, 19971005083320)
ratings_date(923, 19971124172227)
ratings_date(894, 19971209010148)
ratings_date(780, 19980331190051)
ratings_date(798, 19971003233444)
ratings_date(487, 19971230023135)
ratings_date(618, 19980331040110)
ratings_date(786, 19971223032233)
ratings_date(37, 19971130195406)
ratings_date(603, 19980407153613)
ratings_date(943, 19980228052142)
ratings_date(883, 19980404151250)
ratings_date(883, 19980404212445)
ratings_date(569, 19971117195909)
ratings_date(527, 19971113222718)
ratings_date(524, 19980112204938)
ratings_date(940, 19980127181640)
ratings_date(561, 19980126103709)
ratings_date(276, 19970920221944)
ratings_date(773, 19980227012848)
ratings_date(453, 19971022224701)
ratings_date(453, 19971023011036)
ratings_date(459, 19971115040854)
ratings_date(327, 19980217203501)
ratings_date(622, 19971220053941)
ratings_date(854, 19971222183808)
ratings_date(394, 19971130121606)
ratings_date(827, 19971222172011)
ratings_date(801, 19980319193725)
ratings_date(184, 19980314215403)
ratings_date(611, 19980403224343)
ratings_date(750, 19971113193655)
ratings_date(42, 19971203010933)
ratings_date(864, 19980303024737)
ratings_date(221, 19970926060059)
ratings_date(500, 19980421225533)
ratings_date(94, 19980404221611)
ratings_date(274, 19971108004030)
ratings_date(586, 19980106071231)
ratings_date(861, 19971204232824)
ratings_date(498, 19971212212254)
ratings_date(886, 19971005080925)
ratings_date(796, 19980421233805)
ratings_date(827, 19971222172011)
ratings_date(833, 19970924221439)
ratings_date(593, 19971001004616)
ratings_date(880, 19971122060928)
ratings_date(740, 19971114165947)
ratings_date(640, 19970920195456)
ratings_date(880, 19971122055732)
ratings_date(828, 19980327233013)
ratings_date(453, 19980223050350)
ratings_date(327, 19980218173218)
ratings_date(745, 19971121153528)
ratings_date(804, 19971113181823)
ratings_date(796, 19980420070010)
ratings_date(849, 19971116165816)
ratings_date(833, 19980211020226)
ratings_date(774, 19980227062638)
ratings_date(593, 19971001005049)
ratings_date(827, 19971215174740)
ratings_date(770, 19971004153142)
ratings_date(883, 19980404151250)
ratings_date(449, 19971119175805)
ratings_date(291, 19970924094201)
ratings_date(551, 19980417052951)
ratings_date(903, 19980401233256)
ratings_date(468, 19970926190306)
ratings_date(497, 19971112202638)
ratings_date(774, 19980227061443)
ratings_date(59, 19980223044216)
ratings_date(451, 19971108191450)
ratings_date(880, 19971122055732)
ratings_date(137, 19971206194129)
ratings_date(673, 19980301222235)
ratings_date(279, 19980128215502)
ratings_date(870, 19971001063432)
ratings_date(872, 19980226084104)
ratings_date(863, 19980307175250)
ratings_date(887, 19971206044158)
ratings_date(758, 19971213235333)
ratings_date(764, 19971007184409)
ratings_date(303, 19971114060618)
ratings_date(21, 19970922195948)
ratings_date(908, 19971117002554)
ratings_date(592, 19971224103258)
ratings_date(429, 19971217200652)
ratings_date(517, 19980415191848)
ratings_date(606, 19971023233009)
ratings_date(854, 19971222190949)
ratings_date(275, 19971007062456)
ratings_date(770, 19971004153309)
ratings_date(560, 19971119224158)
ratings_date(868, 19971017181513)
ratings_date(903, 19980327221842)
ratings_date(927, 19971110180411)
ratings_date(662, 19971126200326)
ratings_date(406, 19971113192434)
ratings_date(627, 19971114190819)
ratings_date(517, 19980415042634)
ratings_date(513, 19980117195433)
ratings_date(406, 19971117195614)
ratings_date(257, 19971213225230)
ratings_date(788, 19971130071706)
ratings_date(716, 19971117201516)
ratings_date(532, 19980421024451)
ratings_date(932, 19980330111103)
ratings_date(868, 19971017185957)
ratings_date(119, 19980130165251)
ratings_date(194, 19971114162848)
ratings_date(667, 19980327223927)
ratings_date(933, 19970921170515)
ratings_date(694, 19971001195225)
ratings_date(887, 19971206051439)
ratings_date(13, 19971217231748)
ratings_date(524, 19980112213032)
ratings_date(561, 19980227063142)
ratings_date(396, 19980113000514)
ratings_date(133, 19980322184848)
ratings_date(903, 19980327222301)
ratings_date(868, 19971017184145)
ratings_date(870, 19970923233250)
ratings_date(682, 19980226192510)
ratings_date(660, 19980329215716)
ratings_date(499, 19971224214456)
ratings_date(268, 19970926233641)
ratings_date(795, 19971126164755)
ratings_date(682, 19980226193355)
ratings_date(870, 19971201193409)
ratings_date(916, 19971129234958)
ratings_date(863, 19980307174720)
ratings_date(586, 19980106052647)
ratings_date(714, 19980417035143)
ratings_date(344, 19980115223037)
ratings_date(321, 19971113173313)
ratings_date(514, 19970928182105)
ratings_date(640, 19980203040106)
ratings_date(916, 19971129235852)
ratings_date(870, 19971001062725)
ratings_date(73, 19980301235500)
ratings_date(880, 19971122035320)
ratings_date(351, 19971229015304)
ratings_date(537, 19980129004935)
ratings_date(668, 19980320001005)
ratings_date(883, 19980404145152)
ratings_date(796, 19980420065549)
ratings_date(828, 19980327233228)
ratings_date(922, 19980401190641)
ratings_date(330, 19971011070145)
ratings_date(578, 19980211213535)
ratings_date(798, 19970930190740)
ratings_date(796, 19980421233647)
ratings_date(868, 19971017193145)
ratings_date(887, 19971206043009)
ratings_date(870, 19980104020938)
ratings_date(792, 19971027010118)
ratings_date(903, 19980327221945)
ratings_date(105, 19980306205941)
ratings_date(484, 19971207000857)
ratings_date(586, 19980106063512)
ratings_date(619, 19980128032335)
ratings_date(184, 19980314213511)
ratings_date(880, 19971123004937)
ratings_date(786, 19971223031109)
ratings_date(682, 19980226210621)
ratings_date(916, 19971129235910)
ratings_date(618, 19980331031935)
ratings_date(880, 19971122055825)
ratings_date(509, 19971231185320)
ratings_date(603, 19980407153202)
ratings_date(942, 19980330203944)
ratings_date(533, 19971110210942)
ratings_date(393, 19980312200400)
ratings_date(870, 19970923234001)
ratings_date(887, 19971206043546)
ratings_date(813, 19980102154735)
ratings_date(200, 19980107001252)
ratings_date(758, 19971213021733)
ratings_date(712, 19970920063840)
ratings_date(347, 19971209082222)
ratings_date(923, 19971124172752)
ratings_date(873, 19980401025452)
ratings_date(741, 19980401203330)
ratings_date(872, 19980226084412)
ratings_date(707, 19971120220436)
ratings_date(329, 19980404040303)
ratings_date(648, 19971215195204)
ratings_date(649, 19980401162242)
ratings_date(144, 19980222002613)
ratings_date(407, 19971008231812)
ratings_date(878, 19971130061026)
ratings_date(894, 19971125005805)
ratings_date(414, 19980117020610)
ratings_date(513, 19980117195056)
ratings_date(833, 19970925235442)
ratings_date(533, 19971110203750)
ratings_date(485, 19980328001343)
ratings_date(916, 19971130000653)
ratings_date(647, 19971011034211)
ratings_date(682, 19980226204901)
ratings_date(67, 19970927185448)
ratings_date(868, 19971017192714)
ratings_date(619, 19980128031851)
ratings_date(622, 19971220054050)
ratings_date(542, 19980203200436)
ratings_date(727, 19980102043203)
ratings_date(762, 19971105094634)
ratings_date(409, 19971203013424)
ratings_date(528, 19980129201825)
ratings_date(894, 19971119004909)
ratings_date(343, 19971009155045)
ratings_date(833, 19970924224400)
ratings_date(796, 19980416231707)
ratings_date(883, 19980404143320)
ratings_date(796, 19980422061924)
ratings_date(833, 19970923202734)
ratings_date(870, 19971105145155)
ratings_date(759, 19971207073656)
ratings_date(622, 19971220053154)
ratings_date(868, 19971017192309)
ratings_date(472, 19980417073103)
ratings_date(778, 19980324091011)
ratings_date(883, 19980404145252)
ratings_date(363, 19980402073432)
ratings_date(328, 19980117155455)
ratings_date(115, 19971203185343)
ratings_date(666, 19971121201009)
ratings_date(710, 19971214024840)
ratings_date(592, 19971220094905)
ratings_date(921, 19971113010856)
ratings_date(347, 19971209090052)
ratings_date(301, 19971214064600)
ratings_date(87, 19971118192900)
ratings_date(917, 19971223220625)
ratings_date(49, 19980221135544)
ratings_date(453, 19971022223737)
ratings_date(757, 19980226053000)
ratings_date(569, 19971117201745)
ratings_date(673, 19980301221637)
ratings_date(870, 19980312164615)
ratings_date(767, 19980401223014)
ratings_date(801, 19980319194053)
ratings_date(323, 19971105152417)
ratings_date(453, 19980223050350)
ratings_date(714, 19980417031626)
ratings_date(795, 19971126194624)
ratings_date(216, 19971122222051)
ratings_date(798, 19971002000330)
ratings_date(788, 19971130065115)
ratings_date(479, 19971113232708)
ratings_date(852, 19980327231245)
ratings_date(896, 19980211231026)
ratings_date(533, 19971110205314)
ratings_date(858, 19971201003653)
ratings_date(682, 19980226202325)
ratings_date(916, 19971129235929)
ratings_date(934, 19980329200642)
ratings_date(409, 19971203010231)
ratings_date(927, 19971110225830)
ratings_date(788, 19971130071734)
ratings_date(400, 19980124221552)
ratings_date(880, 19971122035008)
ratings_date(894, 19971125010621)
ratings_date(455, 19971109221554)
ratings_date(286, 19971022164741)
ratings_date(880, 19971122041331)
ratings_date(592, 19971224102855)
ratings_date(524, 19980112212044)
ratings_date(712, 19970922213621)
ratings_date(796, 19980415195649)
ratings_date(664, 19971029025620)
ratings_date(503, 19971124155948)
ratings_date(593, 19971001035713)
ratings_date(684, 19971105213753)
ratings_date(829, 19971209212116)
ratings_date(548, 19980401093247)
ratings_date(883, 19980404151452)
ratings_date(848, 19980209174027)
ratings_date(844, 19971020231113)
ratings_date(297, 19970928032844)
ratings_date(413, 19971119205804)
ratings_date(259, 19970920050723)
ratings_date(404, 19980103021621)
ratings_date(174, 19980202181217)
ratings_date(379, 19971226181736)
ratings_date(514, 19980130210320)
ratings_date(774, 19980227061544)
ratings_date(638, 19971013002419)
ratings_date(864, 19980303034448)
ratings_date(887, 19971206043134)
ratings_date(864, 19980303021710)
ratings_date(487, 19971231021529)
ratings_date(847, 19971107225051)
ratings_date(726, 19980314003817)
ratings_date(468, 19970926152552)
ratings_date(640, 19970920195720)
ratings_date(667, 19980327223346)
ratings_date(416, 19971013005043)
ratings_date(556, 19971214225400)
ratings_date(268, 19970926233739)
ratings_date(484, 19980329201630)
ratings_date(446, 19971117181624)
ratings_date(536, 19971217130933)
ratings_date(367, 19971012230048)
ratings_date(624, 19980119141102)
ratings_date(585, 19980330212340)
ratings_date(615, 19971113201712)
ratings_date(758, 19971213021922)
ratings_date(646, 19980226223430)
ratings_date(297, 19970926041335)
ratings_date(922, 19980401184523)
ratings_date(796, 19980416033302)
ratings_date(880, 19971122035030)
ratings_date(389, 19971121055749)
ratings_date(707, 19980131233803)
ratings_date(896, 19980211020429)
ratings_date(727, 19980102034910)
ratings_date(393, 19980310192737)
ratings_date(521, 19980111010037)
ratings_date(872, 19980226084611)
ratings_date(450, 19971215205337)
ratings_date(435, 19980107014659)
ratings_date(48, 19971113162659)
ratings_date(880, 19971122055703)
ratings_date(933, 19970921170724)
ratings_date(716, 19971117201044)
ratings_date(340, 19980116235711)
ratings_date(641, 19971112222543)
ratings_date(436, 19980218033835)
ratings_date(692, 19971016001914)
ratings_date(119, 19980130171922)
ratings_date(758, 19971213024005)
ratings_date(880, 19971122055757)
ratings_date(849, 19971116165622)
ratings_date(761, 19971007041154)
ratings_date(391, 19971021040628)
ratings_date(864, 19980303031234)
ratings_date(896, 19980211020510)
ratings_date(650, 19980331203223)
ratings_date(896, 19980211021523)
ratings_date(916, 19971130001028)
ratings_date(916, 19971130001409)
ratings_date(535, 19971115193013)
ratings_date(659, 19980328014227)
ratings_date(593, 19971001043138)
ratings_date(776, 19980411185129)
ratings_date(590, 19971113174225)
ratings_date(592, 19971224103158)
ratings_date(785, 19971113173145)
ratings_date(911, 19980417205056)
ratings_date(896, 19980211023202)
ratings_date(566, 19971209073558)
ratings_date(436, 19980218033208)
ratings_date(466, 19980319062354)
ratings_date(870, 19971119021706)
ratings_date(99, 19980124230636)
ratings_date(640, 19970920194855)
ratings_date(923, 19971124171226)
ratings_date(854, 19971222184825)
ratings_date(534, 19971025212733)
ratings_date(864, 19980303022442)
ratings_date(880, 19971122035448)
ratings_date(407, 19971008212530)
ratings_date(694, 19971001195719)
ratings_date(363, 19980402073249)
ratings_date(412, 19971116225909)
ratings_date(707, 19971120220557)
ratings_date(276, 19980127042340)
ratings_date(487, 19971230023135)
ratings_date(70, 19980107062553)
ratings_date(917, 19971223220251)
ratings_date(849, 19971116165308)
ratings_date(894, 19971201172157)
ratings_date(684, 19971105213353)
ratings_date(610, 19980228225917)
ratings_date(271, 19980126220432)
ratings_date(90, 19980401004756)
ratings_date(329, 19980404041951)
ratings_date(927, 19971110213048)
ratings_date(921, 19971113010218)
ratings_date(883, 19980404142417)
ratings_date(828, 19980327231727)
ratings_date(896, 19980211023959)
ratings_date(913, 19971202052917)
ratings_date(796, 19980415194843)
ratings_date(620, 19980315194952)
ratings_date(476, 19971229035844)
ratings_date(788, 19971130063055)
ratings_date(666, 19971121200908)
ratings_date(707, 19980131235119)
ratings_date(788, 19971130070508)
ratings_date(825, 19971128233200)
ratings_date(880, 19971122060241)
ratings_date(818, 19980406154342)
ratings_date(864, 19980303032848)
ratings_date(829, 19980327005712)
ratings_date(263, 19980331011350)
ratings_date(896, 19980211020652)
ratings_date(682, 19980226204935)
ratings_date(326, 19971118185404)
ratings_date(886, 19971005080815)
ratings_date(903, 19980327213904)
ratings_date(605, 19971113133249)
ratings_date(577, 19971125162144)
ratings_date(883, 19980407040325)
ratings_date(389, 19971121053257)
ratings_date(380, 19980122151407)
ratings_date(321, 19971113180332)
ratings_date(838, 19980210001400)
ratings_date(854, 19971222190131)
ratings_date(429, 19971217200633)
ratings_date(327, 19980218174251)
ratings_date(843, 19971113202856)
ratings_date(934, 19980329184439)
ratings_date(943, 19980228051820)
ratings_date(642, 19980124024130)
ratings_date(267, 19971108080034)
ratings_date(500, 19980104012505)
ratings_date(330, 19971011070649)
ratings_date(913, 19971210044956)
ratings_date(764, 19971007184832)
ratings_date(863, 19980307175057)
ratings_date(382, 19971004083350)
ratings_date(727, 19980102044644)
ratings_date(788, 19971130064543)
ratings_date(345, 19980117003125)
ratings_date(345, 19980115225817)
ratings_date(843, 19971113184227)
ratings_date(843, 19971113191151)
ratings_date(911, 19980417210529)
ratings_date(940, 19980127182109)
ratings_date(863, 19980307174720)
ratings_date(933, 19970922162509)
ratings_date(755, 19971219232117)
ratings_date(883, 19980404141608)
ratings_date(774, 19980227061714)
ratings_date(927, 19971110225830)
ratings_date(606, 19971130224124)
ratings_date(716, 19971117205636)
ratings_date(868, 19971017174931)
ratings_date(916, 19971130002549)
ratings_date(21, 19970922195612)
ratings_date(940, 19980309225622)
ratings_date(796, 19980415194721)
ratings_date(880, 19971122060557)
ratings_date(535, 19971115193055)
ratings_date(548, 19980328004553)
ratings_date(864, 19980303024510)
ratings_date(882, 19971118153829)
ratings_date(758, 19971213030744)
ratings_date(468, 19970926150526)
ratings_date(943, 19970929050136)
ratings_date(472, 19980417072913)
ratings_date(452, 19970926101547)
ratings_date(716, 19971117211043)
ratings_date(222, 19971202114421)
ratings_date(802, 19971004192915)
ratings_date(891, 19971230145401)
ratings_date(610, 19980228230830)
ratings_date(279, 19971001005044)
ratings_date(293, 19980303072856)
ratings_date(854, 19971222185857)
ratings_date(624, 19971117194618)
ratings_date(939, 19971123055225)
ratings_date(887, 19971206051025)
ratings_date(678, 19971114230309)
ratings_date(880, 19971122035959)
ratings_date(903, 19980327221924)
ratings_date(707, 19980131235210)
ratings_date(863, 19980307174758)
ratings_date(593, 19971001004745)
ratings_date(870, 19971119021318)
ratings_date(796, 19980418064739)
ratings_date(236, 19980317074747)
ratings_date(13, 19980324030319)
ratings_date(716, 19971117203111)
ratings_date(883, 19980404145220)
ratings_date(293, 19980303065816)
ratings_date(875, 19971010083151)
ratings_date(694, 19971001193346)
ratings_date(694, 19971001195355)
ratings_date(762, 19971105093636)
ratings_date(742, 19971201204630)
ratings_date(659, 19980401010259)
ratings_date(725, 19971006045849)
ratings_date(327, 19980218182210)
ratings_date(650, 19980331212446)
ratings_date(295, 19971114154820)
ratings_date(847, 19971106010929)
ratings_date(110, 19980209024449)
ratings_date(707, 19980131234422)
ratings_date(591, 19980328000037)
ratings_date(504, 19980219183810)
ratings_date(631, 19980226044836)
ratings_date(611, 19980403224138)
ratings_date(796, 19980415193948)
ratings_date(627, 19971114191824)
ratings_date(13, 19971217233254)
ratings_date(896, 19980211015834)
ratings_date(922, 19980401191248)
ratings_date(921, 19980113074140)
ratings_date(556, 19971214223717)
ratings_date(916, 19971130001049)
ratings_date(694, 19971001192928)
ratings_date(216, 19971123012750)
ratings_date(821, 19970921000409)
ratings_date(606, 19980209230203)
ratings_date(788, 19971130070049)
ratings_date(868, 19971017193846)
ratings_date(776, 19980403204037)
ratings_date(391, 19971021041517)
ratings_date(758, 19971213020723)
ratings_date(868, 19971017201423)
ratings_date(660, 19980329205636)
ratings_date(588, 19980316054726)
ratings_date(886, 19971005075829)
ratings_date(445, 19980329214749)
ratings_date(830, 19980403020639)
ratings_date(804, 19971113190011)
ratings_date(389, 19971121053643)
ratings_date(642, 19980124015857)
ratings_date(757, 19980226051918)
ratings_date(833, 19970924195134)
ratings_date(927, 19971110165553)
ratings_date(679, 19980111034945)
ratings_date(606, 19971130215939)
ratings_date(634, 19971006223501)
ratings_date(363, 19980402073955)
ratings_date(152, 19980319164625)
ratings_date(705, 19971229213451)
ratings_date(347, 19971209083150)
ratings_date(716, 19971117203202)
ratings_date(707, 19980201000949)
ratings_date(551, 19980417031930)
ratings_date(450, 19971217225217)
ratings_date(933, 19970921171532)
ratings_date(530, 19980204224913)
ratings_date(870, 19980207212547)
ratings_date(828, 19980327230812)
ratings_date(870, 19971116220406)
ratings_date(352, 19980108210240)
ratings_date(540, 19971215044652)
ratings_date(533, 19971110205243)
ratings_date(453, 19980220033132)
ratings_date(847, 19971107225405)
ratings_date(883, 19980404212536)
ratings_date(802, 19971004192616)
ratings_date(619, 19980128032213)
ratings_date(406, 19971218171410)
ratings_date(174, 19980202164701)
ratings_date(593, 19971001005441)
ratings_date(484, 19980329201724)
ratings_date(452, 19980224134014)
ratings_date(492, 19971119205734)
ratings_date(194, 19971114202549)
ratings_date(916, 19971129235523)
ratings_date(269, 19980401185723)
ratings_date(279, 19980226045952)
ratings_date(679, 19980111041123)
ratings_date(795, 19971204193701)
ratings_date(943, 19980228051843)
ratings_date(500, 19980103230018)
ratings_date(934, 19980329190013)
ratings_date(159, 19980105195858)
ratings_date(913, 19971210044921)
ratings_date(916, 19971130002310)
ratings_date(887, 19971206044009)
ratings_date(314, 19971026184739)
ratings_date(896, 19980211023713)
ratings_date(611, 19980403224312)
ratings_date(916, 19971130000918)
ratings_date(114, 19971204193651)
ratings_date(76, 19971220092751)
ratings_date(761, 19971007040550)
ratings_date(144, 19980222010105)
ratings_date(486, 19971118183136)
ratings_date(600, 19980226011039)
ratings_date(694, 19971001193018)
ratings_date(536, 19971217125438)
ratings_date(471, 19980313232342)
ratings_date(536, 19971217125247)
ratings_date(774, 19980227062849)
ratings_date(942, 19980330204009)
ratings_date(798, 19970930184356)
ratings_date(748, 19971113215848)
ratings_date(928, 19971201012702)
ratings_date(802, 19971004192001)
ratings_date(569, 19971117201945)
ratings_date(911, 19980417204744)
ratings_date(758, 19971213030744)
ratings_date(615, 19971113195820)
ratings_date(726, 19980316233958)
ratings_date(592, 19971220100635)
ratings_date(537, 19980129004902)
ratings_date(716, 19971117204044)
ratings_date(798, 19970930190652)
ratings_date(379, 19971126072638)
ratings_date(896, 19980211014547)
ratings_date(698, 19980201214821)
ratings_date(210, 19980217182220)
ratings_date(758, 19971213032714)
ratings_date(916, 19971129234321)
ratings_date(572, 19971113202619)
ratings_date(486, 19971118184250)
ratings_date(796, 19980415233711)
ratings_date(450, 19971218184149)
ratings_date(758, 19971213020809)
ratings_date(622, 19971220054050)
ratings_date(804, 19971113183852)
ratings_date(269, 19980401191440)
ratings_date(903, 19980327222006)
ratings_date(479, 19971113232232)
ratings_date(648, 19980115174502)
ratings_date(650, 19980331203445)
ratings_date(551, 19980417052525)
ratings_date(698, 19980201215930)
ratings_date(385, 19971113175458)
ratings_date(896, 19980211023142)
ratings_date(73, 19980228013147)
ratings_date(916, 19971130002328)
ratings_date(833, 19970923202307)
ratings_date(776, 19980410141808)
ratings_date(913, 19971129190506)
ratings_date(378, 19971120211530)
ratings_date(711, 19971120040052)
ratings_date(658, 19970925015813)
ratings_date(436, 19980218033724)
ratings_date(916, 19971130000653)
ratings_date(864, 19980303031358)
ratings_date(943, 19970929050936)
ratings_date(741, 19980401203511)
ratings_date(492, 19971119210334)
ratings_date(246, 19980116043741)
ratings_date(765, 19971124054106)
ratings_date(327, 19980217210534)
ratings_date(909, 19980407052639)
ratings_date(869, 19980111045802)
ratings_date(707, 19971120220838)
ratings_date(932, 19980330111226)
ratings_date(650, 19980331204942)
ratings_date(363, 19980402072554)
ratings_date(932, 19980330112437)
ratings_date(28, 19971212204801)
ratings_date(82, 19971105232150)
ratings_date(184, 19980314215030)
ratings_date(99, 19980124224733)
ratings_date(442, 19971229112215)
ratings_date(583, 19971113022538)
ratings_date(757, 19980225225123)
ratings_date(894, 19971119003541)
ratings_date(632, 19971113232049)
ratings_date(833, 19971118030639)
ratings_date(303, 19971114013105)
ratings_date(854, 19971222185857)
ratings_date(246, 19980116043333)
ratings_date(880, 19971122060719)
ratings_date(829, 19971210010412)
ratings_date(880, 19971122040110)
ratings_date(864, 19980303022107)
ratings_date(878, 19971130072054)
ratings_date(707, 19971120220436)
ratings_date(625, 19980407145555)
ratings_date(804, 19971113192032)
ratings_date(695, 19980302033702)
ratings_date(890, 19971218013059)
ratings_date(659, 19980401010358)
ratings_date(878, 19971130072054)
ratings_date(87, 19971118190924)
ratings_date(466, 19980319061031)
ratings_date(632, 19971113231504)
ratings_date(937, 19971013190320)
ratings_date(796, 19980422061702)
ratings_date(896, 19980211020545)
ratings_date(429, 19971217203714)
ratings_date(932, 19980330113930)
ratings_date(347, 19971209085152)
ratings_date(396, 19980112235630)
ratings_date(533, 19971110210754)
ratings_date(269, 19980401182659)
ratings_date(788, 19971130064239)
ratings_date(307, 19971111222947)
ratings_date(496, 19971005180914)
ratings_date(585, 19980330203844)
ratings_date(848, 19980209164751)
ratings_date(833, 19970923201529)
ratings_date(904, 19971117040118)
ratings_date(595, 19980208081047)
ratings_date(429, 19971217194814)
ratings_date(328, 19980117152933)
ratings_date(883, 19980404141608)
ratings_date(771, 19971127203355)
ratings_date(473, 19971029213459)
ratings_date(110, 19980209023338)
ratings_date(896, 19980211022040)
ratings_date(878, 19971130060013)
ratings_date(934, 19980329190646)
ratings_date(650, 19980401013902)
ratings_date(553, 19971119151635)
ratings_date(685, 19971113205907)
ratings_date(891, 19980403233817)
ratings_date(776, 19980418192551)
ratings_date(922, 19980401183047)
ratings_date(886, 19971005081212)
ratings_date(827, 19980409232742)
ratings_date(90, 19980401005719)
ratings_date(618, 19980331040446)
ratings_date(94, 19980404232350)
ratings_date(922, 19980401181456)
ratings_date(43, 19980105002657)
ratings_date(642, 19980331061843)
ratings_date(469, 19971114171517)
ratings_date(921, 19971113013051)
ratings_date(371, 19971022042653)
ratings_date(664, 19971011013422)
ratings_date(727, 19980102041749)
ratings_date(535, 19971115193827)
ratings_date(896, 19980211023440)
ratings_date(646, 19980226223555)
ratings_date(363, 19980402084542)
ratings_date(932, 19980330112902)
ratings_date(896, 19980211022707)
ratings_date(932, 19980330114358)
ratings_date(593, 19971001041131)
ratings_date(328, 19980117144246)
ratings_date(937, 19971013210203)
ratings_date(843, 19971113185122)
ratings_date(746, 19980117231504)
ratings_date(758, 19971213023226)
ratings_date(922, 19980401190946)
ratings_date(645, 19980408190309)
ratings_date(350, 19971217090615)
ratings_date(943, 19970929050226)
ratings_date(916, 19971130001631)
ratings_date(537, 19980129003227)
